#{"t_start": 1511377188.9773016, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
0.0,129,4.382793
2.0,204,8.224533
1.0,174,10.921526
2.0,218,14.511261
1.0,173,17.128284
3.0,248,20.958168
1.0,174,23.611811
1.0,155,25.813726
6.0,398,32.049876
1.0,175,34.529804
0.0,129,36.600799
0.0,125,38.553411
5.0,349,44.407404
7.0,328,49.259214
2.0,225,52.901625
0.0,127,55.005569
2.0,221,57.794461
1.0,157,60.791348
1.0,153,63.23194
0.0,125,64.269259
0.0,129,66.170698
1.0,154,68.605604
5.0,350,74.707858
0.0,127,76.607204
3.0,249,80.665757
3.0,270,84.888394
0.0,129,86.958216
1.0,157,89.414427
4.0,303,94.221418
0.0,127,96.092715
0.0,127,97.986926
2.0,200,100.956492
3.0,233,104.643962
2.0,202,107.594682
0.0,127,109.458911
0.0,129,111.366822
0.0,129,113.692302
1.0,153,115.759254
2.0,204,119.208812
3.0,248,123.449738
5.0,327,128.430129
0.0,127,130.310437
2.0,202,133.435428
0.0,127,135.37449
4.0,287,140.022204
1.0,173,143.334313
0.0,127,144.461314
1.0,157,147.765293
2.0,203,150.505783
7.0,406,156.932262
0.0,125,159.182931
7.0,428,165.87229
0.0,125,167.782528
1.0,173,170.066198
0.0,123,172.290522
5.0,321,177.441878
1.0,157,180.072408
8.0,330,184.993702
6.0,358,190.485778
0.0,129,192.884594
2.0,202,195.490171
1.0,171,198.171763
2.0,186,201.351447
4.0,302,206.036404
1.0,155,208.155643
0.0,129,209.997525
0.0,129,212.245745
4.0,276,216.338833
4.0,299,220.981399
2.0,227,224.747285
7.0,412,231.268758
1.0,173,233.579745
1.0,157,235.770449
3.0,228,239.683232
1.0,174,241.954619
5.0,368,247.908899
3.0,252,252.077748
0.0,127,253.969374
2.0,200,256.915924
1.0,155,259.127231
0.0,127,261.005799
1.0,174,263.605796
0.0,125,265.509102
2.0,203,269.029766
4.0,244,272.910765
1.0,173,275.43501
0.0,127,277.582263
1.0,157,279.778419
2.0,223,282.953995
1.0,157,285.909348
0.0,127,287.032185
2.0,199,290.83508
3.0,230,294.451334
1.0,177,297.171834
1.0,157,299.362029
7.0,301,304.015298
5.0,350,309.931483
0.0,129,311.749639
3.0,234,315.771518
8.0,379,320.943005
1.0,155,323.208673
7.0,444,330.644174
12.0,544,338.97872
1.0,155,341.464666
4.0,299,345.727653
5.0,332,351.423012
3.0,250,355.601392
1.0,157,357.783319
1.0,177,360.453465
6.0,399,366.878785
3.0,230,370.602183
2.0,187,373.313954
1.0,175,375.742137
1.0,173,378.851608
11.0,500,386.605676
9.0,448,394.285394
4.0,300,398.626273
3.0,252,402.82571
1.0,153,404.945419
6.0,398,411.233624
1.0,160,413.703615
2.0,224,417.286009
4.0,280,421.522956
1.0,157,423.637458
1.0,175,426.112617
1.0,176,428.460874
1.0,173,431.62825
2.0,224,434.596823
1.0,176,437.760375
2.0,184,440.438585
6.0,378,446.65223
0.0,129,448.565976
3.0,249,452.038171
2.0,200,455.341531
2.0,203,458.314745
4.0,305,463.461613
3.0,230,466.639251
2.0,220,470.235454
9.0,404,476.636458
7.0,380,482.770166
3.0,217,485.772795
6.0,378,491.774032
2.0,226,495.196731
12.0,510,503.448834
7.0,426,510.101185
5.0,348,515.793005
5.0,328,520.625859
10.0,431,527.419549
10.0,417,534.718248
11.0,472,541.711293
4.0,299,546.245568
1.0,155,548.507986
1.0,157,551.50239
3.0,239,554.448473
5.0,312,559.72743
6.0,378,564.859655
0.0,125,566.70563
3.0,216,570.587879
3.0,278,574.916364
4.0,301,579.275241
2.0,189,582.962996
7.0,373,588.186409
2.0,185,591.297536
4.0,302,595.99118
2.0,186,598.431208
5.0,352,604.280175
8.0,469,611.888481
3.0,252,615.093606
6.0,325,620.491196
4.0,285,624.737889
7.0,362,630.735997
11.0,497,637.916574
3.0,256,642.165241
10.0,433,649.525345
3.0,215,652.28773
5.0,314,657.648565
7.0,424,663.977773
4.0,276,668.11188
6.0,368,674.05077
1.0,157,676.179237
13.0,572,685.099461
6.0,359,690.852322
3.0,233,694.098704
4.0,287,699.412978
3.0,232,702.312231
8.0,441,709.73033
7.0,376,714.926798
11.0,497,722.734425
3.0,234,726.562798
1.0,155,728.697533
11.0,498,736.8676
12.0,512,745.208259
4.0,303,749.567871
6.0,324,754.173255
8.0,408,760.221416
4.0,288,765.430951
2.0,183,767.71846
6.0,341,772.536982
7.0,341,778.350085
12.0,492,786.266867
4.0,284,790.698468
7.0,396,796.808166
4.0,252,800.571984
11.0,499,807.573388
16.0,539,817.094606
8.0,440,823.788306
6.0,386,829.964653
11.0,419,836.377394
4.0,282,840.377447
7.0,370,846.231996
2.0,204,848.928338
7.0,359,854.747289
1.0,157,856.922615
2.0,203,860.331811
11.0,583,869.361628
12.0,491,877.345131
8.0,439,883.964079
5.0,315,888.480545
5.0,311,893.792329
1.0,177,896.074963
9.0,511,903.949538
4.0,265,908.234022
12.0,523,916.42537
4.0,279,920.753426
5.0,346,926.22025
16.0,616,935.276413
5.0,315,940.629965
4.0,247,943.638067
3.0,234,947.540272
4.0,282,951.779715
18.0,656,962.148961
9.0,461,969.534891
7.0,383,975.447008
6.0,364,980.464836
6.0,352,986.263347
7.0,372,992.279054
7.0,424,998.72775
5.0,283,1002.762336
10.0,514,1010.983385
12.0,459,1017.703155
9.0,331,1023.044677
17.0,648,1033.390574
9.0,462,1040.007632
17.0,499,1047.749935
4.0,284,1052.200597
18.0,410,1058.652674
6.0,347,1064.508218
10.0,543,1072.950045
14.0,507,1080.910609
14.0,533,1089.189044
9.0,444,1095.869633
6.0,340,1101.426147
8.0,401,1107.515237
25.0,832,1120.385875
12.0,304,1125.646697
8.0,440,1132.218643
13.0,664,1142.883148
7.0,364,1148.87822
10.0,520,1157.077125
15.0,580,1165.782142
8.0,281,1170.052966
8.0,433,1177.34106
15.0,655,1187.753625
8.0,437,1194.335439
17.0,640,1204.295642
8.0,435,1210.703507
13.0,349,1216.326606
3.0,230,1219.310144
5.0,333,1224.767429
16.0,694,1235.724554
15.0,661,1246.314144
13.0,528,1254.341094
7.0,349,1259.899527
9.0,349,1264.836188
16.0,611,1274.56342
10.0,510,1282.631948
10.0,479,1290.487651
5.0,320,1294.958335
9.0,442,1301.510819
8.0,427,1308.878149
16.0,532,1317.580517
14.0,645,1327.674288
13.0,560,1336.377584
14.0,397,1342.407054
11.0,474,1349.318427
12.0,572,1358.662806
14.0,497,1366.545161
16.0,556,1374.788051
4.0,279,1378.715451
41.0,782,1390.846705
13.0,530,1399.037366
6.0,345,1403.966514
22.0,750,1416.226039
10.0,492,1424.187451
12.0,548,1432.486962
21.0,445,1438.95944
10.0,531,1447.11966
15.0,601,1456.724281
11.0,382,1462.80375
7.0,405,1468.943519
9.0,437,1475.471934
27.0,738,1487.377127
11.0,373,1493.448871
10.0,443,1500.015807
12.0,586,1508.989277
8.0,458,1515.694804
20.0,671,1526.374754
28.0,865,1539.997864
12.0,545,1548.204189
11.0,542,1556.930039
16.0,461,1564.564618
10.0,500,1571.595349
18.0,792,1583.860849
15.0,562,1593.296414
11.0,531,1601.617543
12.0,577,1610.771917
12.0,542,1618.935292
14.0,479,1626.482621
17.0,625,1636.475797
14.0,665,1646.633829
19.0,720,1657.518641
32.0,490,1665.31271
29.0,807,1677.970217
17.0,555,1686.829959
10.0,426,1694.122641
11.0,488,1700.852037
8.0,427,1708.027341
6.0,353,1713.10533
5.0,332,1718.351211
17.0,667,1728.564448
18.0,615,1738.106268
11.0,555,1746.833057
17.0,649,1757.025819
11.0,501,1765.134962
19.0,412,1771.226897
17.0,729,1782.074886
14.0,510,1790.30671
13.0,407,1796.520546
16.0,596,1806.201018
11.0,271,1810.252796
20.0,731,1821.062819
31.0,878,1835.167112
15.0,669,1845.346399
24.0,798,1857.882846
28.0,942,1873.108987
27.0,766,1884.208341
24.0,783,1896.624531
10.0,456,1903.985256
20.0,768,1916.107901
17.0,570,1924.581639
16.0,752,1936.498736
22.0,678,1946.937697
20.0,816,1959.590085
15.0,607,1969.177547
18.0,694,1979.7581
20.0,610,1989.372484
24.0,739,2001.193357
14.0,585,2009.608173
10.0,522,2017.840519
20.0,581,2026.618652
24.0,513,2034.486324
18.0,712,2046.106071
17.0,729,2057.419731
16.0,745,2069.186372
22.0,739,2080.711401
8.0,445,2087.399357
17.0,593,2097.353691
25.0,538,2105.45197
18.0,408,2111.498424
15.0,679,2121.914892
24.0,864,2135.610413
21.0,585,2143.873969
10.0,444,2151.096682
32.0,992,2165.518363
28.0,965,2180.974179
23.0,734,2191.416019
17.0,612,2201.363172
15.0,526,2209.370699
37.0,670,2219.226336
40.0,681,2229.208901
16.0,633,2239.236525
17.0,475,2246.935202
17.0,642,2256.950577
21.0,617,2265.839976
8.0,457,2273.510435
25.0,840,2285.836318
27.0,721,2296.774987
24.0,738,2307.425619
50.0,1030,2323.921042
23.0,587,2333.526132
17.0,739,2344.3015
16.0,628,2354.197366
18.0,593,2364.072747
18.0,640,2373.967623
6.0,342,2378.734655
8.0,413,2385.076981
30.0,926,2399.608559
24.0,952,2415.001271
55.0,1102,2431.908642
26.0,867,2445.288396
40.0,1205,2464.102882
17.0,603,2473.554146
36.0,812,2485.926632
26.0,812,2498.53739
31.0,840,2511.860537
31.0,588,2520.659836
39.0,980,2535.896915
21.0,752,2547.981339
19.0,769,2559.591261
14.0,653,2569.323954
30.0,882,2583.609405
26.0,799,2595.796114
21.0,558,2604.995798
30.0,862,2618.224638
33.0,1084,2635.981184
19.0,664,2646.014174
35.0,763,2658.368953
17.0,573,2667.02369
39.0,1141,2685.075834
14.0,523,2693.123063
36.0,1138,2710.4099
6.0,331,2715.749824
26.0,828,2728.66217
28.0,780,2740.865827
40.0,702,2751.991297
30.0,781,2764.237651
30.0,618,2773.291819
26.0,781,2785.492976
25.0,733,2797.092615
24.0,617,2806.940418
34.0,953,2821.549655
12.0,615,2831.860286
19.0,771,2844.082076
36.0,653,2853.883461
27.0,896,2867.963182
20.0,643,2877.604523
21.0,841,2890.874054
14.0,647,2900.953499
20.0,565,2909.565161
14.0,571,2918.739193
16.0,464,2925.496978
20.0,824,2938.158954
34.0,582,2947.643282
26.0,670,2957.822354
29.0,691,2968.70479
13.0,545,2976.963686
26.0,539,2985.017372
6.0,351,2990.658722
19.0,689,3001.374411
52.0,925,3015.847716
32.0,727,3027.401542
5.0,300,3032.081513
20.0,620,3041.986298
36.0,753,3054.076333
22.0,676,3064.467296
44.0,1038,3080.818411
34.0,965,3095.112986
16.0,629,3105.267674
34.0,857,3118.727995
25.0,859,3131.699567
36.0,1005,3147.491647
46.0,906,3161.674074
15.0,547,3170.146069
23.0,775,3182.228115
24.0,841,3195.883661
45.0,889,3209.84587
55.0,1288,3229.311509
29.0,1006,3245.309011
14.0,513,3253.383073
30.0,1086,3270.558982
32.0,1039,3287.867592
8.0,411,3295.380758
37.0,1038,3312.696275
32.0,949,3327.927107
16.0,614,3338.659737
33.0,876,3352.631981
20.0,646,3363.537142
32.0,505,3371.864412
12.0,534,3380.279262
34.0,575,3390.397993
35.0,1054,3407.454753
12.0,387,3413.726858
33.0,958,3429.101787
39.0,641,3438.868877
53.0,1334,3459.825777
29.0,730,3471.307466
23.0,817,3484.013272
48.0,1210,3502.643509
47.0,1062,3519.85507
53.0,1321,3540.487398
20.0,714,3550.718808
35.0,481,3558.429663
33.0,542,3566.670305
39.0,913,3580.931289
31.0,863,3594.485762
4.0,257,3598.703266
35.0,939,3613.330845
32.0,949,3627.761091
40.0,941,3642.379916
28.0,1050,3658.376427
7.0,368,3664.296531
7.0,427,3670.915668
24.0,786,3682.973701
39.0,1162,3701.153615
34.0,938,3716.061045
51.0,1330,3736.504586
21.0,682,3747.139073
10.0,484,3755.231734
5.0,272,3759.57419
19.0,635,3769.933672
20.0,694,3781.212651
46.0,1068,3798.656694
28.0,1004,3815.407829
36.0,902,3829.803554
30.0,876,3844.169382
62.0,1351,3866.098617
22.0,633,3876.516876
77.0,1404,3900.158066
13.0,620,3910.794796
38.0,1094,3928.726466
18.0,624,3939.148234
29.0,693,3950.607882
16.0,676,3961.859701
25.0,797,3975.005364
51.0,1190,3995.73387
28.0,730,4007.340833
20.0,740,4019.829676
52.0,1317,4041.651046
30.0,705,4053.145621
32.0,901,4068.060843
17.0,540,4076.806634
15.0,616,4087.431793
38.0,1206,4107.294694
40.0,1034,4124.795264
43.0,1108,4143.94078
21.0,734,4156.580987
29.0,900,4170.710859
43.0,1237,4191.502749
23.0,464,4199.495009
49.0,1038,4216.83788
30.0,853,4230.654329
22.0,666,4241.677494
48.0,1122,4260.673678
37.0,931,4276.063088
39.0,941,4291.373831
22.0,868,4305.470566
23.0,948,4320.250749
30.0,935,4334.830826
53.0,1203,4354.514969
31.0,861,4367.334676
40.0,908,4381.868474
30.0,604,4391.905631
36.0,1054,4408.451935
38.0,1049,4425.537869
51.0,1094,4444.064011
41.0,854,4457.632903
14.0,637,4467.957653
29.0,678,4479.026399
233.0,725,4490.863205
59.0,1344,4512.079205
32.0,814,4524.877194
16.0,478,4532.703757
27.0,872,4546.837267
39.0,905,4560.824085
28.0,982,4575.039771
35.0,956,4589.923946
52.0,1278,4609.001731
27.0,781,4620.70938
40.0,1109,4637.912384
35.0,951,4652.073061
47.0,1205,4670.993309
28.0,805,4683.085676
23.0,739,4693.722032
20.0,729,4705.25419
252.0,1112,4722.925477
34.0,786,4734.544067
47.0,1126,4751.661421
44.0,855,4764.861635
59.0,1387,4786.469251
35.0,877,4799.465708
17.0,630,4808.913747
42.0,1081,4826.305304
36.0,960,4840.975587
18.0,762,4852.837391
3.0,256,4856.565085
34.0,874,4869.747059
61.0,1161,4888.476375
25.0,859,4902.524019
15.0,509,4910.688508
25.0,874,4924.848868
24.0,894,4938.483159
39.0,1050,4955.576816
30.0,815,4968.320268
34.0,685,4979.022437
14.0,400,4985.332642
46.0,1128,5003.444415
0.0,129,5005.262696
19.0,644,5015.766161
37.0,1052,5031.696965
34.0,966,5046.17276
30.0,937,5060.567384
36.0,1048,5076.466612
14.0,603,5086.224115
15.0,578,5094.980765
30.0,682,5105.97923
32.0,767,5116.837145
25.0,767,5128.597865
41.0,1280,5148.175164
34.0,990,5163.390264
30.0,771,5175.428891
18.0,641,5186.20438
29.0,707,5197.607881
37.0,1043,5214.877243
21.0,760,5227.898692
43.0,1078,5245.023467
26.0,740,5257.215291
28.0,856,5270.526721
14.0,591,5279.200028
33.0,886,5292.950391
0.0,127,5294.892723
54.0,1207,5313.153242
48.0,1212,5331.549074
40.0,1108,5349.008766
39.0,729,5360.401955
30.0,691,5370.561369
34.0,907,5384.446588
49.0,975,5399.106697
24.0,668,5408.881454
38.0,1068,5426.245272
16.0,605,5434.92738
24.0,956,5449.867287
33.0,968,5464.47943
28.0,913,5478.71852
31.0,955,5492.965266
29.0,780,5505.374535
45.0,1196,5524.320517
5.0,328,5528.784223
33.0,1060,5544.710182
43.0,965,5559.788085
75.0,1348,5579.914022
21.0,746,5591.347462
43.0,1093,5607.742531
31.0,1017,5623.33242
46.0,1189,5641.070461
48.0,1039,5657.069995
51.0,776,5669.026494
31.0,1006,5684.708513
46.0,1154,5702.202213
21.0,609,5712.158743
26.0,656,5721.711578
58.0,1269,5740.36929
37.0,884,5753.806608
41.0,1123,5771.212762
21.0,553,5779.139452
31.0,988,5794.595736
31.0,1061,5811.041003
32.0,1154,5829.391003
50.0,1044,5845.034146
29.0,897,5858.796004
21.0,877,5871.305789
26.0,748,5882.785733
24.0,860,5896.276717
